A	id	title	url	lang	sourcelang	createdat	publishedat	rssfeedid	source	referenceid	referencekey	keywordlist	locationlist	publicationdate	label
2570.0	"5B5GGNGZU3"	"Hong Kong suspends imports of poultry meat and poultry products from Roth District, Bavaria, Germany - Hong Kong Business Daily"	"http://www.hkcd.com/content/2021-05/12/content_1267726.html"	"EN"	"KO"	"2021-05-12 16:00:39"	"2021-05-12 05:40:21+00:00"	"6f2d1c133e18"	"www.hkcd.com"					1.620805221E9	"relevant"
2571.0	"64F8ZNKGFE"	"Private purchase of 750 Chinese eggs into the United States was destroyed"	"https://www.epochtimes.com/gb/21/5/12/n12941463.htm"	"EN"	"ZH-CN"	"2021-05-12 16:00:39"	"2021-05-12 02:31:25+00:00"	"6f2d1c133e18"	"www.epochtimes.com"					1.620793885E9	"relevant"
2572.0	"J7AS077RRQ"	"Hong Kong has suspended imports of poultry meat and poultry products from the relevant regions of Bavaria, Germany"	"https://world.huanqiu.com/article/435qS9ir08l"	"EN"	"ZH-CN"	"2021-05-12 16:00:39"	"2021-05-11 16:01:00+00:00"	"6f2d1c133e18"	"world.huanqiu.com"					1.62075606E9	"relevant"
2573.0	"T83IQLUPO7"	"The port of highly pathogenic H5N1 avian influenza in Lower Saxony, Germany, stopped importing poultry products"	"https://hk.news.yahoo.com/%25E5%25BE%25B7%25E5%259C%258B%25E8%2596%25A9%25E5%2585%258B%25E6%25A3%25AE%25E5%25B7%259E%25E7%2588%2586%25E9%25AB%2598%25E8%2587%25B4%25E7%2597%2585%25E6%2580%25A7h5n1%25E7%25A6%25BD%25E6%25B5%2581%25E6%2584%259F-%25E6%25B8%25AF%25E5%2581%259C%25E9%2580%25B2%25E5%258F%25A3%25E7%25A6%25BD%25E9%25A1%259E%25E7%2594%25A2%25E5%2593%2581-080632043.html"	"EN"	"KO"	"2021-05-12 16:00:40"	"2021-05-06 06:06:32+00:00"	"6f2d1c133e18"	"hk.news.yahoo.com"					1.620288392E9	"relevant"
2574.0	"Y0KN2MG858"	"Bird flu still leads to slaughter"	"https://www.lafranceagricole.fr/actualites/elevage/volailles-la-grippe-aviaire-plombe-toujours-les-abattages-1%2C0%2C1162713699.html"	"EN"	"FR"	"2021-05-12 16:12:01"	"2021-05-11 06:32:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.62072192E9	"relevant"
2575.0	"B0LPZWOEXJ"	"Two unions propose 'pact' against bird flu"	"https://www.lafranceagricole.fr/actualites/elevage/sanitaire-deux-syndicats-proposent-un-pacte-contre-la-grippe-aviaire-1%2C0%2C975404285.html"	"EN"	"FR"	"2021-05-12 16:12:01"	"2021-05-03 05:00:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.6200252E9	"relevant"
2576.0	"6Y7CEMUARK"	"Global pork production slowed by herd health and supply issues"	"https://kiwaradio.com/ag-news/global-pork-production-slowed-by-herd-health-and-supply-issues/"	"EN"	""	"2021-05-12 16:15:27"	"2021-05-12 12:11:58+00:00"	"3c4acf1de1"	"kiwaradio.com"					1.620828718E9	"relevant"
2577.0	"L0YXAUJO7V"	"DA aids ASF-affected swine raisers in Surigao Sur"	"https://www.pna.gov.ph/articles/1140014"	"EN"	""	"2021-05-12 16:15:27"	"2021-05-12 10:35:00+00:00"	"3c4acf1de1"	"www.pna.gov.ph"					1.6208229E9	"relevant"
2578.0	"PBTYCDRBCI"	"Coronavirus News Update - May 12: WHO Warns Indian Variant May Be Highly Contagious"	"http://www.frequentbusinesstraveler.com/2021/05/coronavirus-news-update-may-12-who-warns-indian-variant-may-be-highly-contagious/"	"EN"	""	"2021-05-12 16:18:29"	"2021-05-12 14:06:18+00:00"	"dae1070319ca"	"www.frequentbusinesstraveler.com"					1.620835578E9	"relevant"
2579.0	"6B0O9CC3T3"	"A dead swan was found on Ulverston Canal in a case of suspected avian flu"	"https://www.nwemail.co.uk/news/19297394.dead-swan-found-ulverston-canal-case-suspected-avian-flu/"	"EN"	""	"2021-05-12 16:22:54"	"2021-05-12 11:46:51+00:00"	"8915bc5fe349"	"www.nwemail.co.uk"					1.620827211E9	"relevant"
2580.0	"JFL8C9VQLD"	"Anadolu Agency's Morning Briefing - May 12, 2021"	"https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/anadolu-agencys-morning-briefing-may-12-2021/2238178"	"EN"	""	"2021-05-12 16:14:05"	"2021-05-12 02:05:52+00:00"	"7b34ef8790"	"www.aa.com.tr"					1.620792352E9	"relevant"
2581.0	"0K11KB4CW4"	"UK Warned To Close Windows As Asian Tiger Mosquitos Arrive"	"https://www.ladbible.com/news/uk-uk-warned-to-close-windows-as-asian-tiger-mosquitos-arrive-20210512"	"EN"	""	"2021-05-12 18:30:14"	"2021-05-12 10:56:42+00:00"	"5a747832c359"	"www.ladbible.com"					1.620817002E9	"relevant"
2582.0	"RHVNY4CK8V"	"Baldwin Praises Progress Tracking COVID-19 Variants"	"https://www.wpr.org/baldwin-praises-progress-tracking-covid-19-variants"	"EN"	""	"2021-05-12 16:30:14"	"2021-05-11 16:31:17+00:00"	"5a747832c359"	"www.wpr.org"					1.620757877E9	"relevant"
2583.0	"N2RC808RTY"	"Chicken meat prices surge amid lack of govt action"	"https://www.dawn.com/news/1623426"	"EN"	""	"2021-05-12 16:39:29"	"2021-05-12 00:07:44+00:00"	"ece86a9f0a"	"www.dawn.com"					1.620785264E9	"relevant"
2584.0	"NTVJ14O6D4"	"Dead birds found in rural South County raise concerns"	"https://morganhilltimes.com/dead-birds-found-in-rural-south-county-raise-concerns/"	"EN"	""	"2021-05-12 16:44:55"	"2021-05-11 19:42:22+00:00"	"ece86a9f0a"	"morganhilltimes.com"					1.620769342E9	"relevant"
2585.0	"1ZOSBKRVKT"	"Use of Genetically Modified Mosquitoes to Minimize the Burden of Diseases Caused by Mosquitoes in South Texas"	"https://megadoctornews.com/use-of-genetically-modified-mosquitoes-to-minimize-the-burden-of-diseases-caused-by-mosquitoes-in-south-texas/"	"EN"	""	"2021-05-12 18:58:21"	"2021-05-11 20:21:47+00:00"	"a1b2c3d4e5"	"megadoctornews.com"					1.620764507E9	"relevant"
2586.0	"F62FKUGQK8"	"21 BORRETT ROAD HIGH-RISE HOUSING 170 MILLION YUAN SOLD"	"https://hk.news.yahoo.com/21-borrett-road%25E9%25AB%2598%25E5%25B1%25A4%25E5%25A4%25A7%25E5%25AE%2585%25E9%2580%25A3%25E8%25BB%258A%25E4%25BD%258D1-7%25E5%2584%2584%25E5%2585%2583%25E5%2594%25AE%25E5%2587%25BA-105843659.html"	"EN"	"KO"	"2021-05-12 16:58:04"	"2021-05-09 08:58:43+00:00"	"6f2d1c133e18"	"hk.news.yahoo.com"					1.620557923E9	"relevant"
2587.0	"JTMN7VYQA0"	"The port of highly pathogenic H5N1 avian influenza in Lower Saxony, Germany, stopped importing poultry products"	"https://hk.news.yahoo.com/%25E5%25BE%25B7%25E5%259C%258B%25E8%2596%25A9%25E5%2585%258B%25E6%25A3%25AE%25E5%25B7%259E%25E7%2588%2586%25E9%25AB%2598%25E8%2587%25B4%25E7%2597%2585%25E6%2580%25A7h5n1%25E7%25A6%25BD%25E6%25B5%2581%25E6%2584%259F-%25E6%25B8%25AF%25E5%2581%259C%25E9%2580%25B2%25E5%258F%25A3%25E7%25A6%25BD%25E9%25A1%259E%25E7%2594%25A2%25E5%2593%2581-080632043.html"	"EN"	"KO"	"2021-05-12 16:58:04"	"2021-05-06 06:06:32+00:00"	"6f2d1c133e18"	"hk.news.yahoo.com"					1.620288392E9	"relevant"
2588.0	"CEPO4OC7FH"	"Malaria mortality upsurge worries Gulu authorities"	"https://www.monitor.co.ug/uganda/news/national/malaria-mortality-upsurge-worries-gulu-authorities-3397324"	"EN"	""	"2021-05-12 17:03:01"	"2021-05-12 09:15:00+00:00"	"cf49dae16b"	"www.monitor.co.ug"					1.6208181E9	"relevant"
2589.0	"2T32ZSPJ5Q"	"Avian flu: 9,780 more birds culled in Kila Raipur, 50,000 in last four days"	"https://www.hindustantimes.com/cities/others/avian-flu-9-780-more-birds-culled-in-kila-raipur-50-000-in-last-four-days-101620849647270.html"	"EN"	""	"2021-05-13 00:00:01"	"2021-05-12 20:00:46+00:00"	"8915bc5fe349"	"www.hindustantimes.com"					1.620849646E9	"relevant"
2590.0	"G0PY2S3YUX"	"Bird flu still leads to slaughter"	"https://www.lafranceagricole.fr/actualites/elevage/volailles-la-grippe-aviaire-plombe-toujours-les-abattages-1%2C0%2C1162713699.html"	"EN"	"FR"	"2021-05-12 22:07:06"	"2021-05-11 06:32:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.62072192E9	"relevant"
2591.0	"5HHQRV7TJW"	"Two unions propose 'pact' against bird flu"	"https://www.lafranceagricole.fr/actualites/elevage/sanitaire-deux-syndicats-proposent-un-pacte-contre-la-grippe-aviaire-1%2C0%2C975404285.html"	"EN"	"FR"	"2021-05-12 22:07:06"	"2021-05-03 05:00:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.6200252E9	"relevant"
2592.0	"LLBJ7IEKBQ"	"E. Coli Outbreak Causes Sickness In Multiple Washington Counties"	"https://patch.com/washington/seattle/e-coli-outbreak-causes-sickness-multiple-washington-counties"	"EN"	""	"2021-05-13 04:11:19"	"2021-05-12 22:25:00+00:00"	"f15905267c94"	"patch.com"					1.6208655E9	"relevant"
2593.0	"7TL75I7NF5"	"Lyme Disease Awareness Month: How To Prevent It"	"https://www.ckbw.ca/2021/05/12/lyme-disease-awareness-month-how-to-prevent-it/"	"EN"	""	"2021-05-13 04:11:19"	"2021-05-12 19:12:31+00:00"	"f15905267c94"	"www.ckbw.ca"					1.620853951E9	"relevant"
2594.0	"1KBTTZKD2S"	"11 new COVID-19 cases in Peterborough; 2 more ICU admissions; workplace outbreak declared over"	"https://www.thepeterboroughexaminer.com/news/peterborough-region/2021/05/12/11-new-covid-19-cases-in-peterborough-with-two-more-intensive-care-unit-admissions.html"	"EN"	""	"2021-05-13 06:11:19"	"2021-05-12 21:02:47+00:00"	"f15905267c94"	"www.thepeterboroughexaminer.com"					1.620853367E9	"relevant"
2595.0	"1GRCXYBS12"	"Apex Committee unravels mystery behind maximum COVID-19 deaths in Jammu"	"https://www.dailyexcelsior.com/apex-committee-unravels-mystery-behind-maximum-covid-19-deaths-in-jammu/"	"EN"	""	"2021-05-13 06:11:19"	"2021-05-12 19:21:26+00:00"	"f15905267c94"	"www.dailyexcelsior.com"					1.620847286E9	"relevant"
2596.0	"2W7SWRJUSE"	"Breeders return to production after ASF outbreak"	"https://www.agropolska.pl/produkcja-zwierzeca/trzoda-chlewna/hodowcy-wracaja-do-produkcji-po-ognisku-asf%2C2898.html"	"EN"	"PL"	"2021-05-13 06:46:56"	"2021-04-18 07:00:00+00:00"	"5004fc5c26"	"www.agropolska.pl"					1.6187292E9	"relevant"
2597.0	"DM3MJDUISS"	"Immunization and treatment of 136,972 cattle and birds in campaigns in the East and West"	"https://www.masralyoum.net/Provinces/7940305/%25D8%25AA%25D8%25AD%25D8%25B5%25D9%258A%25D9%2586-%25D9%2588%25D8%25B9%25D9%2584%25D8%25A7%25D8%25AC-136-%25D8%25A3%25D9%2584%25D9%2581%25D8%25A7-%25D9%2588972-%25D8%25B1%25D8%25A3%25D8%25B3-%25D9%2585%25D8%25A7%25D8%25B4%25D9%258A%25D8%25A9-%25D9%2588%25D8%25B7%25D8%25A7%25D8%25A6%25D8%25B1-%25D9%2581%25D9%2589-%25D8%25AD%25D9%2585%25D9%2584%25D8%25A7%25D8%25AA-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25B4%25D8%25B1%25D9%2582%25D9%258A%25D8%25A9-%25D9%2588%25D8%25A7%25D9%2584%25D8%25BA%25D8%25B1%25D8%25A8%25D9%258A%25D8%25A9"	"EN"	"AR"	"2021-05-13 04:50:06"	"2021-05-07 11:44:39+00:00"	"44ce1aa74107"	"www.masralyoum.net"					1.620395079E9	"relevant"
2598.0	"96IOJWKF9U"	"Parasite detected in wild swans in Lake County"	"https://www.kpcnews.com/outdoors/article_d45a6b87-cef5-5c3d-aa3b-10e1b1a0bb24.html"	"EN"	""	"2021-05-13 04:53:13"	"2021-05-13 02:00:00+00:00"	"8915bc5fe349"	"www.kpcnews.com"					1.6208784E9	"relevant"
2599.0	"IADPCKLJWJ"	"Bird flu still leads to slaughter"	"https://www.lafranceagricole.fr/actualites/elevage/volailles-la-grippe-aviaire-plombe-toujours-les-abattages-1%2C0%2C1162713699.html"	"EN"	"FR"	"2021-05-13 04:55:22"	"2021-05-11 06:32:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.62072192E9	"relevant"
2600.0	"3S7JBTUAJQ"	"Two unions propose 'pact' against bird flu"	"https://www.lafranceagricole.fr/actualites/elevage/sanitaire-deux-syndicats-proposent-un-pacte-contre-la-grippe-aviaire-1%2C0%2C975404285.html"	"EN"	"FR"	"2021-05-13 04:55:22"	"2021-05-03 05:00:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.6200252E9	"relevant"
2601.0	"YYNCH930B8"	"Kazakhstan and Russia lift restrictions on import of livestock products"	"https://kapital.kz/economic/95466/kazakhstan-i-rossiya-snyali-ogranicheniya-na-vvoz-zhivotnovodcheskoy-produktsii.html"	"EN"	"RU"	"2021-05-13 04:59:23"	"2021-05-06 08:45:00+00:00"	"855778e1e082"	"kapital.kz"					1.6202979E9	"relevant"
2602.0	"3FAEIVF5ZY"	"Pakistan: Human rabies death reported in Karachi"	"http://outbreaknewstoday.com/pakistan-human-rabies-death-reported-in-karachi-74699/"	"EN"	""	"2021-05-13 07:02:46"	"2021-05-12 19:36:36+00:00"	"ae68d3d05a"	"outbreaknewstoday.com"					1.620848196E9	"relevant"
2603.0	"QTV5M9EKQZ"	"Bucks Making County Vaccine Clinics Available to Ages 12 and Up"	"https://wpst.com/bucks-county-opening-vaccination-clinics-to-ages-12-and-older/"	"EN"	""	"2021-05-13 05:02:46"	"2021-05-12 15:19:38+00:00"	"ae68d3d05a"	"wpst.com"					1.620839978E9	"relevant"
2604.0	"PZRODXA0AO"	"India's coronavirus variant spread to 44 countries: WHO"	"https://assamtribune.com/international/indias-coronavirus-variant-spread-to-44-countries-who-1092317"	"EN"	""	"2021-05-13 10:00:01"	"2021-05-12 05:48:45+00:00"	"8915bc5fe349"	"assamtribune.com"					1.620805725E9	"relevant"
2605.0	"ETL1R71DZO"	"Bird flu still leads to slaughter"	"https://www.lafranceagricole.fr/actualites/elevage/volailles-la-grippe-aviaire-plombe-toujours-les-abattages-1%2C0%2C1162713699.html"	"EN"	"FR"	"2021-05-13 10:03:12"	"2021-05-11 06:32:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.62072192E9	"relevant"
2606.0	"MGJ8JQRKBI"	"Two unions propose 'pact' against bird flu"	"https://www.lafranceagricole.fr/actualites/elevage/sanitaire-deux-syndicats-proposent-un-pacte-contre-la-grippe-aviaire-1%2C0%2C975404285.html"	"EN"	"FR"	"2021-05-13 10:03:12"	"2021-05-03 05:00:00+00:00"	"63b50225672c"	"www.lafranceagricole.fr"					1.6200252E9	"relevant"
2607.0	"F2U6RDI5IG"	"Immunization and treatment of 136,972 cattle and birds in campaigns in the East and West"	"https://www.masralyoum.net/Provinces/7940305/%25D8%25AA%25D8%25AD%25D8%25B5%25D9%258A%25D9%2586-%25D9%2588%25D8%25B9%25D9%2584%25D8%25A7%25D8%25AC-136-%25D8%25A3%25D9%2584%25D9%2581%25D8%25A7-%25D9%2588972-%25D8%25B1%25D8%25A3%25D8%25B3-%25D9%2585%25D8%25A7%25D8%25B4%25D9%258A%25D8%25A9-%25D9%2588%25D8%25B7%25D8%25A7%25D8%25A6%25D8%25B1-%25D9%2581%25D9%2589-%25D8%25AD%25D9%2585%25D9%2584%25D8%25A7%25D8%25AA-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25B4%25D8%25B1%25D9%2582%25D9%258A%25D8%25A9-%25D9%2588%25D8%25A7%25D9%2584%25D8%25BA%25D8%25B1%25D8%25A8%25D9%258A%25D8%25A9"	"EN"	"AR"	"2021-05-13 10:10:12"	"2021-05-07 11:44:39+00:00"	"73dec77c6374"	"www.masralyoum.net"					1.620395079E9	"relevant"
2608.0	"0NY8MO3LLL"	"Eastern Patri Medicine: 120,000 cattle immunized"	"https://www.masralyoum.net/Provinces/7940143/%25D8%25B7%25D8%25A8-%25D8%25A8%25D8%25B7%25D8%25B1%25D9%258A-%25D8%25A7%25D9%2584%25D8%25B4%25D8%25B1%25D9%2582%25D9%258A%25D8%25A9-%25D8%25A7%25D9%2584%25D8%25A7%25D9%2586%25D8%25AA%25D9%2587%25D8%25A7%25D8%25A1-%25D9%2585%25D9%2586-%25D8%25AA%25D8%25AD%25D8%25B5%25D9%258A%25D9%2586-120-%25D8%25A3%25D9%2584%25D9%2581-%25D9%2585%25D8%25A7%25D8%25B4%25D9%258A%25D8%25A9"	"EN"	"AR"	"2021-05-13 12:10:12"	"2021-05-07 12:26:57+00:00"	"73dec77c6374"	"www.masralyoum.net"					1.620390417E9	"relevant"
2609.0	"U5SMH90CYE"	"DA seeks P6.6B in additional fund for ASF response"	"https://business.inquirer.net/322799/da-seeks-p6-6b-in-additional-fund-for-asf-response"	"EN"	""	"2021-05-13 16:00:30"	"2021-05-12 19:14:00+00:00"	"d4a8d92570"	"business.inquirer.net"					1.62085404E9	"relevant"
2610.0	"PZ3P0CX7VH"	"‘ASF outbreak entails whole-nation approach’"	"https://manilastandard.net/index.php/news/national/354300/-asf-outbreak-entails-whole-nation-approach-.html"	"EN"	""	"2021-05-13 16:00:30"	"2021-05-12 13:50:00+00:00"	"d4a8d92570"	"manilastandard.net"					1.6208346E9	"relevant"
2611.0	"0H4IS9H3QJ"	"In the Philippines, because of the emergency services for a year introduced a national disaster regime"	"https://sfera.fm/news/v-mire/na-filippinakh-iz-za-achs-na-god-vveli-rezhim-natsionalnogo-bedstviya"	"EN"	"RU"	"2021-05-13 18:15:43"	"2021-05-13 07:24:30+00:00"	"3c516d61a1"	"sfera.fm"					1.62089067E9	"relevant"
2612.0	"SRA8KBB3OA"	"The Philippines has introduced a national disaster regime due to the outbreak of african swine plague"	"http://russian.people.com.cn/n3/2021/0513/c31520-9849469.html"	"EN"	"RU"	"2021-05-13 16:15:43"	"2021-05-12 23:06:35+00:00"	"3c516d61a1"	"russian.people.com.cn"					1.620867995E9	"relevant"
2613.0	"U6VV1JBA4Y"	"African Swine Fever kills over 300 pigs in one month"	"https://theshillongtimes.com/2021/05/13/african-swine-fever-kills-over-300-pigs-in-one-month/"	"EN"	""	"2021-05-13 16:21:26"	"2021-05-13 00:02:50+00:00"	"c1967ab863"	"theshillongtimes.com"					1.62087137E9	"relevant"
2614.0	"167MUOATHA"	"Dumitrița Gliga, interpellation to Prime Minister Florin Cîțu: \"Why are veterinarians of free practice disregarded and ignored by the Government?"	"https://www.punctul.ro/dumitrita-gliga-interpelare-catre-prim-ministrul-florin-citu-de-ce-sunt-medicii-veterinari-de-libera-practica-desconsiderati-si-ignorati-de-guvern/"	"EN"	"RO"	"2021-05-13 18:41:43"	"2021-05-13 09:12:38+00:00"	"6395c1dd60"	"www.punctul.ro"					1.620897158E9	"relevant"
2615.0	"TYX9EGMAM3"	"Protecting Food from the Farm to Our Plates"	"https://www.newswise.com/articles/protecting-food-from-the-farm-to-our-plates"	"EN"	""	"2021-05-13 16:43:05"	"2021-05-13 14:30:00+00:00"	"3c4acf1de1"	"www.newswise.com"					1.6209234E9	"relevant"
2616.0	"FQIYLWPBP2"	"Global pork production slowed by herd health and supply issues"	"https://drgnews.com/2021/05/13/global-pork-production-slowed-by-herd-health-and-supply-issues/"	"EN"	""	"2021-05-13 16:43:05"	"2021-05-13 10:11:12+00:00"	"3c4acf1de1"	"drgnews.com"					1.620907872E9	"relevant"
2617.0	"UP0UGB05MV"	"Ask the Doctors 5/13"	"https://www.spokesman.com/stories/2021/may/13/ask-the-doctors-513/"	"EN"	""	"2021-05-13 17:22:55"	"2021-05-13 11:32:46+00:00"	"411af49341"	"www.spokesman.com"					1.620912766E9	"relevant"
2618.0	"9F67Y1F6BT"	"More than Lyme: Beware other tick-borne diseases"	"https://www.timesunion.com/hudsonvalley/outdoors/article/More-than-Lyme-Beware-other-tick-borne-diseases-16158243.php"	"EN"	""	"2021-05-13 17:22:55"	"2021-05-11 21:27:43+00:00"	"411af49341"	"www.timesunion.com"					1.620775663E9	"relevant"
2619.0	"XI7O1LL8S9"	"Company Gets Go-Ahead to Study Prophylactic Pill for Lyme Disease"	"https://www.contagionlive.com/view/company-gets-go-ahead-to-study-prophylactic-pill-for-lyme-disease"	"EN"	""	"2021-05-13 17:36:27"	"2021-05-13 09:22:44+00:00"	"5c98a4799fcf"	"www.contagionlive.com"					1.620904964E9	"relevant"
2620.0	"AH0NHZXNYJ"	"Vietnam Philippines global rush for pork: Pig futures prices soared, affecting Chinese pork imports"	"https://finance.sina.com.cn/stock/hyyj/2021-05-13/doc-ikmyaawc5127377.shtml"	"EN"	"ZH-CN"	"2021-05-13 17:41:53"	"2021-05-13 09:13:28+00:00"	"694f097b0d"	"finance.sina.com.cn"					1.620904408E9	"relevant"
2621.0	"0O3UPILA1B"	"Leshan City early deployment early arrangements to effectively grasp the major animal disease prevention and control"	"http://futures.eastmoney.com/a/202105131919867886.html"	"EN"	"ZH-CN"	"2021-05-13 19:41:53"	"2021-05-13 00:30:00+00:00"	"694f097b0d"	"futures.eastmoney.com"					1.6208658E9	"relevant"
2622.0	"2TBDG5ZSHY"	"My Agricultural Products: Analyzing the Impact of the Philippine Outbreak on China's Pigs| Pork, Sina Finance, Sina.com"	"https://finance.sina.com.cn/money/future/agri/2021-05-12/doc-ikmxzfmm2086169.shtml"	"EN"	"ZH-CN"	"2021-05-13 19:41:53"	"2021-05-12 15:06:09+00:00"	"694f097b0d"	"finance.sina.com.cn"					1.620831969E9	"relevant"
2623.0	"JE9J1NSDRM"	"Jinhe Bio: The company is working with relevant scientific research institutions to develop the African swine fever vaccine | Daily economic news"	"https://m.nbd.com.cn/articles/2021-05-12/1744189.html"	"EN"	"ZH-CN"	"2021-05-13 17:41:53"	"2021-05-12 08:59:00+00:00"	"694f097b0d"	"m.nbd.com.cn"					1.62081714E9	"relevant"
2624.0	"GTWUK8XZIO"	"Africa's swine plague ravages the Philippines declared a state of national disaster"	"https://science.caixin.com/2021-05-12/101710427.html"	"EN"	"ZH-CN"	"2021-05-13 17:41:53"	"2021-05-12 06:56:18+00:00"	"694f097b0d"	"science.caixin.com"					1.620809778E9	"relevant"
2625.0	"2UPIS0UJWR"	"In response to the outbreak of African swine fever, the Philippines entered a state of national disaster"	"https://www.singtao.ca/4935197/2021-05-11/news-%25E5%259B%25A0%25E6%2587%2589%25E7%2588%2586%25E7%2599%25BC%25E9%259D%259E%25E6%25B4%25B2%25E8%25B1%25AC%25E7%2598%259F%2B%25E8%258F%25B2%25E5%25BE%258B%25E8%25B3%2593%25E9%2580%25B2%25E5%2585%25A5%25E5%259C%258B%25E5%25AE%25B6%25E7%2581%25BD%25E9%259B%25A3%25E7%258B%2580%25E6%2585%258B/"	"EN"	"ZH-TW"	"2021-05-13 19:41:53"	"2021-05-12 03:01:30+00:00"	"694f097b0d"	"www.singtao.ca"					1.62078849E9	"relevant"
2626.0	"X7KHR8UQN7"	"A swan was found dead on Ulverston Canal in suspected avian flu case"	"https://www.nwemail.co.uk/news/19298127.swan-found-dead-ulverston-canal-suspected-avian-flu-case/"	"EN"	""	"2021-05-13 17:57:21"	"2021-05-13 14:00:00+00:00"	"8915bc5fe349"	"www.nwemail.co.uk"					1.6209216E9	"relevant"
2627.0	"7MZSFK8JWO"	"‘Avian flu under control but further outbreaks anticipated’"	"https://www.farmersweekly.co.za/agri-news/south-africa/avian-flu-under-control-but-further-outbreaks-anticipated/"	"EN"	""	"2021-05-13 17:57:21"	"2021-05-13 11:29:55+00:00"	"8915bc5fe349"	"www.farmersweekly.co.za"					1.620912595E9	"relevant"
2628.0	"0SY88PN80T"	"Karnataka government mulls local production of Covid-19 vaccine"	"https://www.deccanherald.com/state/top-karnataka-stories/karnataka-government-mulls-local-production-of-covid-19-vaccine-985284.html"	"EN"	""	"2021-05-13 20:06:30"	"2021-05-12 19:13:01+00:00"	"63c561e635"	"www.deccanherald.com"					1.620846781E9	"relevant"
2629.0	"U95VFKBENJ"	"Guinea, Uganda to collaborate in animal science"	"https://www.bignewsnetwork.com/news/269452321/guinea-uganda-to-collaborate-in-animal-science"	"EN"	""	"2021-05-13 18:08:33"	"2021-05-13 15:44:00+00:00"	"e0196a995a"	"www.bignewsnetwork.com"					1.62092784E9	"relevant"
2630.0	"GD4R28KCYS"	"US Customs to Indian Travellers: Don't Carry Cow Dung in Your Luggage"	"https://science.thewire.in/health/us-customs-agents-cow-dung-luggage-passenger-india-foot-mouth-disease/"	"EN"	""	"2021-05-13 18:08:33"	"2021-05-13 08:57:17+00:00"	"e0196a995a"	"science.thewire.in"					1.620903437E9	"relevant"
2631.0	"V5BNY60OIZ"	"NDA arrests six people with fake FMD drug in Kazo district"	"https://www.independent.co.ug/nda-arrests-six-people-with-fake-fmd-drug-in-kazo-district/"	"EN"	""	"2021-05-13 18:08:33"	"2021-05-13 05:30:33+00:00"	"e0196a995a"	"www.independent.co.ug"					1.620891033E9	"relevant"
2632.0	"PZ6124KG0Z"	"FMD provides model for disease surveillance"	"https://www.miragenews.com/fmd-provides-model-for-disease-surveillance-559410/"	"EN"	""	"2021-05-13 18:08:33"	"2021-05-12 23:42:26+00:00"	"e0196a995a"	"www.miragenews.com"					1.620870146E9	"relevant"
2633.0	"1DURJTCS2H"	"MLHD issues warning after hand, foot and mouth disease and gastroenteritis detected in Wagga childcare centres"	"https://www.dailyadvertiser.com.au/story/7250313/outbreak-of-viral-infections-in-wagga-childcare-prompts-warning/"	"EN"	""	"2021-05-13 20:08:33"	"2021-05-12 22:00:00+00:00"	"e0196a995a"	"www.dailyadvertiser.com.au"					1.6208568E9	"relevant"
2634.0	"NDQ7710KY8"	"After avian influenza and the plague of small ruminants, Maltese fever spreads among cows in Algeria"	"https://www.oujdacity.net/international-article-143983-ar/%25D8%25A8%25D8%25B9%25D8%25AF-%25D8%25A3%25D9%2586%25D9%2581%25D9%2584%25D9%2588%25D9%2586%25D8%25B2%25D8%25A7-%25D8%25A7%25D9%2584%25D8%25B7%25D9%258A%25D9%2588%25D8%25B1-%25D9%2588%25D8%25B7%25D8%25A7%25D8%25B9%25D9%2588%25D9%2586-%25D8%25A7%25D9%2584%25D9%2585%25D8%25AC%25D8%25AA%25D8%25B1%25D8%25A7%25D8%25AA-%25D8%25A7.html"	"EN"	"AR"	"2021-05-13 19:13:53"	"2021-05-04 22:17:08+00:00"	"14d714a4c43c"	"www.oujdacity.net"					1.620173828E9	"relevant"
