drug_name,rank,signal,train_correlation
Ibuprofen 200 mg tablet,11,model_news_output_arkansas_anti_infective_anesthesia_policy_monthly_state_AR,0.573759309070969
Ibuprofen 200 mg tablet,12,model_external_state_feature_consumer_price_index_all_items_change_4_monthly_national_US,-0.5389795440430342
Ibuprofen 200 mg tablet,13,model_external_state_feature_national_unemployment_rate_lag_1_monthly_national_US,0.5163558407608242
Ibuprofen 200 mg tablet,14,model_external_state_feature_arkansas_unemployment_rate_seasonal_anomaly_monthly_state_AR,0.5099790115425258
Ibuprofen 200 mg tablet,15,model_external_state_feature_consumer_price_index_all_items_lag_4_monthly_national_US,0.4929277833623417
Insulin glargine 100 units/mL pen,1,model_external_state_feature_consumer_price_index_all_items_rolling_mean_12_monthly_nation,0.497513913076837
Insulin glargine 100 units/mL pen,2,model_external_state_feature_consumer_price_index_all_items_rolling_mean_4_monthly_nationa,0.4945970372022245
Insulin glargine 100 units/mL pen,3,model_external_state_feature_consumer_price_index_all_items_lag_4_monthly_national_US,0.4876927903039655
Insulin glargine 100 units/mL pen,4,model_external_state_feature_consumer_price_index_all_items_monthly_national_US,0.477800462965454
Insulin glargine 100 units/mL pen,5,model_external_state_feature_consumer_price_index_all_items_lag_1_monthly_national_US,0.47577654458407426
Insulin glargine 100 units/mL pen,6,model_external_state_feature_national_unemployment_rate_monthly_national_US,0.4720829087696719
Insulin glargine 100 units/mL pen,7,model_external_state_feature_consumer_price_index_all_items_lag_12_monthly_national_US,0.4719946659706858
Insulin glargine 100 units/mL pen,8,model_external_state_feature_national_unemployment_rate_rolling_mean_4_monthly_national_US,0.4678856152278922
Insulin glargine 100 units/mL pen,9,model_external_state_feature_national_unemployment_rate_change_12_monthly_national_US,0.46701977713559856
Insulin glargine 100 units/mL pen,10,model_external_state_feature_post_acute_utilization_annual_national_US,0.4616014966212077
Insulin glargine 100 units/mL pen,11,model_external_state_feature_dual_eligible_rate_annual_national_US,0.46160149662120686
Insulin glargine 100 units/mL pen,12,model_external_state_feature_medicare_advantage_participation_rate_annual_national_US,0.4616014966212065
Insulin glargine 100 units/mL pen,13,model_external_state_feature_medicare_beneficiary_count_annual_national_US,0.46160149662120636
Insulin glargine 100 units/mL pen,14,model_external_state_feature_emergency_department_utilization_annual_national_US,0.46160149662120603
Insulin glargine 100 units/mL pen,15,model_external_state_feature_inpatient_utilization_annual_national_US,0.4616014966212059
Levothyroxine 50 mcg tablet,1,model_news_output_national_policy_direction_monthly_state_AR,0.4117848073863643
Levothyroxine 50 mcg tablet,2,model_news_output_national_policy_risk_monthly_state_AR,0.4117848073863643
Levothyroxine 50 mcg tablet,3,model_news_output_arkansas_opioid_policy_monthly_state_AR,0.40854060336547027
Levothyroxine 50 mcg tablet,4,model_external_state_feature_consumer_price_index_all_items_rolling_std_12_monthly_nationa,-0.3285812923160265
Levothyroxine 50 mcg tablet,5,model_external_state_feature_outpatient_utilization_annual_national_US,0.27944778459035935
Levothyroxine 50 mcg tablet,6,model_external_state_feature_post_acute_utilization_annual_national_US,0.27944778459035935
Levothyroxine 50 mcg tablet,7,model_external_state_feature_dual_eligible_rate_annual_national_US,0.279447784590359
Levothyroxine 50 mcg tablet,8,model_external_state_feature_medicare_advantage_participation_rate_annual_national_US,0.27944778459035885
Levothyroxine 50 mcg tablet,9,model_external_state_feature_medicare_beneficiary_count_annual_national_US,0.27944778459035885
Levothyroxine 50 mcg tablet,10,model_external_state_feature_emergency_department_utilization_annual_national_US,0.2794477845903588
Levothyroxine 50 mcg tablet,11,model_external_state_feature_inpatient_utilization_annual_national_US,0.27944778459035835
Levothyroxine 50 mcg tablet,12,model_external_state_feature_medicare_per_capita_spending_annual_national_US,0.2794477845903583
Levothyroxine 50 mcg tablet,13,model_external_state_feature_home_health_utilization_annual_national_US,0.2794477845903582
Levothyroxine 50 mcg tablet,14,model_external_state_feature_national_unemployment_rate_rolling_std_12_monthly_national_US,0.26556100388190274
Levothyroxine 50 mcg tablet,15,model_external_state_feature_arkansas_unemployment_rate_change_12_monthly_state_AR,0.2650768902025321
Lisinopril 10 mg tablet,1,model_external_state_feature_arkansas_unemployment_rate_rolling_std_4_monthly_state_AR,0.2461638352116521
Lisinopril 10 mg tablet,2,model_external_state_feature_medicaid_chip_new_applications_monthly_state_AR,-0.23037279794804733
Lisinopril 10 mg tablet,3,model_external_state_feature_medicaid_call_center_abandonment_rate_monthly_state_AR,-0.23037279794804724
Lisinopril 10 mg tablet,4,model_external_state_feature_medicaid_chip_child_enrollment_monthly_state_AR,0.230372797948047
Lisinopril 10 mg tablet,5,model_external_state_feature_medicaid_chip_total_enrollment_monthly_state_AR,-0.230372797948047
Lisinopril 10 mg tablet,6,model_external_state_feature_chip_enrollment_monthly_state_AR,-0.2303727979480466
Lisinopril 10 mg tablet,7,model_external_state_feature_adult_medicaid_enrollment_monthly_state_AR,0.2303727979480465
Lisinopril 10 mg tablet,8,model_external_state_feature_medicaid_enrollment_monthly_state_AR,-0.23037279794804644
Lisinopril 10 mg tablet,9,model_external_state_feature_medicaid_call_center_wait_time_monthly_state_AR,0.23037279794804635
Lisinopril 10 mg tablet,10,model_external_state_feature_consumer_price_index_all_items_seasonal_anomaly_monthly_natio,0.22095658691339176
Lisinopril 10 mg tablet,11,model_external_state_feature_shortage_active_weekly_national_US,-0.21409933063431905
Lisinopril 10 mg tablet,12,model_external_state_feature_arkansas_unemployment_rate_rolling_mean_12_monthly_state_AR,0.19836998280277532
Lisinopril 10 mg tablet,13,model_external_state_feature_national_unemployment_rate_rolling_std_12_monthly_national_US,0.19350011507571518
Lisinopril 10 mg tablet,14,model_external_state_feature_national_unemployment_rate_rolling_mean_12_monthly_national_U,0.1867188428573818
Lisinopril 10 mg tablet,15,model_external_state_feature_post_acute_utilization_annual_national_US,0.17536880170728203
Losartan 50 mg tablet,1,model_external_state_feature_arkansas_unemployment_rate_rolling_std_12_monthly_state_AR,-0.47158913859698764
Losartan 50 mg tablet,2,model_external_state_feature_national_unemployment_rate_rolling_std_4_monthly_national_US,-0.3112707648606386
Losartan 50 mg tablet,3,model_external_state_feature_national_unemployment_rate_change_12_monthly_national_US,0.2923776202610069
Losartan 50 mg tablet,4,model_external_state_feature_national_unemployment_rate_monthly_national_US,0.28997626913871083
Losartan 50 mg tablet,5,model_external_state_feature_national_unemployment_rate_lag_4_monthly_national_US,0.28381319787515435
Losartan 50 mg tablet,6,model_external_state_feature_consumer_price_index_all_items_lag_1_monthly_national_US,0.28147700666690606
Losartan 50 mg tablet,7,model_external_state_feature_arkansas_unemployment_rate_rolling_mean_12_monthly_state_AR,0.27831784291154804
Losartan 50 mg tablet,8,model_external_state_feature_arkansas_unemployment_rate_monthly_state_AR,0.27423087829024434
Losartan 50 mg tablet,9,model_external_state_feature_consumer_price_index_all_items_monthly_national_US,0.27164715741776757
Losartan 50 mg tablet,10,model_external_state_feature_consumer_price_index_all_items_seasonal_baseline_monthly_nati,0.2699215004559131
Losartan 50 mg tablet,11,model_external_state_feature_consumer_price_index_all_items_rolling_mean_4_monthly_nationa,0.26346598563834506
Losartan 50 mg tablet,12,model_external_state_feature_national_unemployment_rate_rolling_mean_12_monthly_national_U,0.25706824935635203
Losartan 50 mg tablet,13,model_external_state_feature_national_unemployment_rate_seasonal_anomaly_monthly_national_,0.25251284999360213
Losartan 50 mg tablet,14,model_external_state_feature_national_unemployment_rate_rolling_mean_4_monthly_national_US,0.24995081709213973
Losartan 50 mg tablet,15,model_external_state_feature_national_unemployment_rate_lag_1_monthly_national_US,0.2495960859241263
Metformin 500 mg tablet,1,model_external_state_feature_national_unemployment_rate_lag_4_monthly_national_US,0.3247059501583059
Metformin 500 mg tablet,2,model_external_state_feature_medicaid_enrollment_monthly_state_AR,-0.32272902210832943
Metformin 500 mg tablet,3,model_external_state_feature_medicaid_call_center_abandonment_rate_monthly_state_AR,-0.3227290221083288
Metformin 500 mg tablet,4,model_external_state_feature_medicaid_chip_new_applications_monthly_state_AR,-0.3227290221083287
Metformin 500 mg tablet,5,model_external_state_feature_medicaid_chip_total_enrollment_monthly_state_AR,-0.32272902210832854
Metformin 500 mg tablet,6,model_external_state_feature_medicaid_chip_child_enrollment_monthly_state_AR,0.3227290221083283
Metformin 500 mg tablet,7,model_external_state_feature_adult_medicaid_enrollment_monthly_state_AR,0.32272902210832777
Metformin 500 mg tablet,8,model_external_state_feature_chip_enrollment_monthly_state_AR,-0.3227290221083277
Metformin 500 mg tablet,9,model_external_state_feature_medicaid_call_center_wait_time_monthly_state_AR,0.3227290221083277
Metformin 500 mg tablet,10,model_external_state_feature_consumer_price_index_all_items_seasonal_anomaly_monthly_natio,0.31974397182678727
Metformin 500 mg tablet,11,model_external_state_feature_national_unemployment_rate_rolling_std_12_monthly_national_US,0.30985179412051633
Metformin 500 mg tablet,12,model_external_state_feature_dual_eligible_rate_annual_national_US,0.302692953709671
Metformin 500 mg tablet,13,model_external_state_feature_post_acute_utilization_annual_national_US,0.3026929537096706
Metformin 500 mg tablet,14,model_external_state_feature_medicare_beneficiary_count_annual_national_US,0.30269295370967036
Metformin 500 mg tablet,15,model_external_state_feature_outpatient_utilization_annual_national_US,0.3026929537096703
Naloxone 4 mg nasal spray,1,model_external_state_feature_arkansas_unemployment_rate_monthly_state_AR,-0.3743579965440967
Naloxone 4 mg nasal spray,2,model_external_state_feature_arkansas_unemployment_rate_change_4_monthly_state_AR,-0.35562188387504634
Naloxone 4 mg nasal spray,3,model_external_state_feature_consumer_price_index_all_items_rolling_std_4_monthly_national,0.33589769724633517
Naloxone 4 mg nasal spray,4,model_external_state_feature_arkansas_unemployment_rate_lag_12_monthly_state_AR,-0.32270346270685973
Naloxone 4 mg nasal spray,5,model_external_state_feature_consumer_price_index_all_items_change_4_monthly_national_US,0.26259198088534963
Naloxone 4 mg nasal spray,6,model_external_state_feature_arkansas_unemployment_rate_rolling_std_4_monthly_state_AR,-0.2541552844635296
Naloxone 4 mg nasal spray,7,model_external_state_feature_arkansas_unemployment_rate_seasonal_anomaly_monthly_state_AR,-0.23760885775810858
Naloxone 4 mg nasal spray,8,model_external_state_feature_arkansas_unemployment_rate_lag_1_monthly_state_AR,-0.2277106063556836
Naloxone 4 mg nasal spray,9,model_external_state_feature_consumer_price_index_all_items_change_12_monthly_national_US,0.22108886760443852
Naloxone 4 mg nasal spray,10,model_external_state_feature_national_unemployment_rate_change_1_monthly_national_US,-0.20175335660165294
Naloxone 4 mg nasal spray,11,model_news_output_arkansas_anti_infective_national_policy_monthly_state_AR,-0.19851515314606447
Naloxone 4 mg nasal spray,12,model_external_state_feature_consumer_price_index_all_items_lag_4_monthly_national_US,-0.1944738759372127
Naloxone 4 mg nasal spray,13,model_external_state_feature_arkansas_unemployment_rate_seasonal_baseline_monthly_state_AR,-0.18367473770865195
Naloxone 4 mg nasal spray,14,model_external_state_feature_arkansas_unemployment_rate_rolling_std_12_monthly_state_AR,0.18296456972844036
Naloxone 4 mg nasal spray,15,model_external_state_feature_national_unemployment_rate_seasonal_anomaly_monthly_national_,-0.16659471223166755
Naproxen 500 mg tablet,1,model_news_output_national_supply_chain_risk_monthly_state_AR,0.742755662089502
Naproxen 500 mg tablet,2,model_news_output_national_supply_stage_direction_monthly_state_AR,0.742755662089502
Naproxen 500 mg tablet,3,model_news_output_arkansas_anti_infective_national_supply_monthly_state_AR,0.7275993385733956
Naproxen 500 mg tablet,4,model_external_state_feature_national_unemployment_rate_rolling_std_4_monthly_national_US,0.656104746276236
Naproxen 500 mg tablet,5,model_news_output_arkansas_anesthesia_supply_chain_monthly_state_AR,0.6448754239669457
Naproxen 500 mg tablet,6,model_news_output_arkansas_antiinfective_anesthesia_supply_monthly_state_AR,0.6363814042289132
Naproxen 500 mg tablet,7,model_news_output_arkansas_anti_infective_supply_chain_monthly_state_AR,0.6215829858265013
Naproxen 500 mg tablet,8,model_news_output_arkansas_anti_infective_supply_policy_pressure_monthly_state_AR,0.6193290330361094
Naproxen 500 mg tablet,9,model_news_output_arkansas_anti_infective_anesthesia_policy_monthly_state_AR,0.6187608054055383
Naproxen 500 mg tablet,10,model_news_output_arkansas_anti_infective_national_policy_monthly_state_AR,0.6122323465207299
Naproxen 500 mg tablet,11,model_external_state_feature_consumer_price_index_all_items_rolling_std_4_monthly_national,-0.5362611276504137
Naproxen 500 mg tablet,12,model_external_state_feature_national_unemployment_rate_lag_1_monthly_national_US,0.5110003678199642
Naproxen 500 mg tablet,13,model_news_output_arkansas_anti_infective_national_demand_monthly_state_AR,0.5074430824599961
Naproxen 500 mg tablet,14,model_external_state_feature_arkansas_unemployment_rate_seasonal_anomaly_monthly_state_AR,0.5051082047125627
Naproxen 500 mg tablet,15,model_external_state_feature_consumer_price_index_all_items_change_4_monthly_national_US,-0.4935667185115929
Nirmatrelvir/ritonavir 300/100 mg pack,1,model_news_output_arkansas_anti_infective_national_supply_monthly_state_AR,0.6558854429064809
Nirmatrelvir/ritonavir 300/100 mg pack,2,model_news_output_national_supply_chain_risk_monthly_state_AR,0.6529566073582493
Nirmatrelvir/ritonavir 300/100 mg pack,3,model_news_output_national_supply_stage_direction_monthly_state_AR,0.6529566073582493
Nirmatrelvir/ritonavir 300/100 mg pack,4,model_news_output_arkansas_anesthesia_supply_chain_monthly_state_AR,0.6133859676512874
Nirmatrelvir/ritonavir 300/100 mg pack,5,model_news_output_arkansas_antiinfective_anesthesia_supply_monthly_state_AR,0.608514285576314
Nirmatrelvir/ritonavir 300/100 mg pack,6,model_news_output_arkansas_anti_infective_national_policy_monthly_state_AR,0.605782772538596
Nirmatrelvir/ritonavir 300/100 mg pack,7,model_news_output_arkansas_anti_infective_supply_chain_monthly_state_AR,0.5976615114904841
Nirmatrelvir/ritonavir 300/100 mg pack,8,model_news_output_arkansas_anti_infective_supply_policy_pressure_monthly_state_AR,0.5970315593991172
Nirmatrelvir/ritonavir 300/100 mg pack,9,model_news_output_arkansas_anti_infective_anesthesia_policy_monthly_state_AR,0.5955894916557536
Nirmatrelvir/ritonavir 300/100 mg pack,10,model_external_state_feature_consumer_price_index_all_items_rolling_std_4_monthly_national,-0.5866890027933829
Nirmatrelvir/ritonavir 300/100 mg pack,11,model_external_state_feature_national_unemployment_rate_rolling_std_4_monthly_national_US,0.5660761268422525
Nirmatrelvir/ritonavir 300/100 mg pack,12,model_external_state_feature_consumer_price_index_all_items_change_4_monthly_national_US,-0.4987449835411415
Nirmatrelvir/ritonavir 300/100 mg pack,13,model_news_output_arkansas_anti_infective_national_demand_monthly_state_AR,0.4814027162353457
Nirmatrelvir/ritonavir 300/100 mg pack,14,model_news_output_arkansas_anesthesia_disruption_monthly_state_AR,0.4716274174256905
Nirmatrelvir/ritonavir 300/100 mg pack,15,model_news_output_arkansas_anti_infective_composite_burden_monthly_state_AR,0.46100304540261267
Omeprazole 20 mg capsule,1,model_external_state_feature_arkansas_unemployment_rate_lag_4_monthly_state_AR,-0.42505421097080587
Omeprazole 20 mg capsule,2,model_external_state_feature_arkansas_unemployment_rate_change_1_monthly_state_AR,-0.375493508339475
Omeprazole 20 mg capsule,3,model_external_state_feature_arkansas_unemployment_rate_rolling_std_12_monthly_state_AR,0.335290991388919
Omeprazole 20 mg capsule,4,model_external_state_feature_arkansas_unemployment_rate_rolling_std_4_monthly_state_AR,0.2600102025114821
Omeprazole 20 mg capsule,5,model_external_state_feature_national_unemployment_rate_change_1_monthly_national_US,-0.2561260450314288
Omeprazole 20 mg capsule,6,model_external_state_feature_national_unemployment_rate_rolling_std_4_monthly_national_US,0.2462092784648348
Omeprazole 20 mg capsule,7,model_external_state_feature_arkansas_unemployment_rate_change_12_monthly_state_AR,-0.22105353005734224
Omeprazole 20 mg capsule,8,model_external_state_feature_national_unemployment_rate_lag_4_monthly_national_US,-0.21736927733908146
Omeprazole 20 mg capsule,9,model_external_state_feature_medicare_beneficiary_count_annual_national_US,-0.21495321409464815
Omeprazole 20 mg capsule,10,model_external_state_feature_post_acute_utilization_annual_national_US,-0.21495321409464815
Omeprazole 20 mg capsule,11,model_external_state_feature_dual_eligible_rate_annual_national_US,-0.2149532140946481
Omeprazole 20 mg capsule,12,model_external_state_feature_outpatient_utilization_annual_national_US,-0.2149532140946479
Omeprazole 20 mg capsule,13,model_external_state_feature_inpatient_utilization_annual_national_US,-0.21495321409464785
Omeprazole 20 mg capsule,14,model_external_state_feature_medicare_advantage_participation_rate_annual_national_US,-0.21495321409464768
Omeprazole 20 mg capsule,15,model_external_state_feature_emergency_department_utilization_annual_national_US,-0.21495321409464763
Oseltamivir 75 mg capsule,1,model_external_state_feature_national_unemployment_rate_rolling_std_4_monthly_national_US,0.6360417638520962
Oseltamivir 75 mg capsule,2,model_news_output_national_supply_chain_risk_monthly_state_AR,0.610374265343463
Oseltamivir 75 mg capsule,3,model_news_output_national_supply_stage_direction_monthly_state_AR,0.610374265343463
Oseltamivir 75 mg capsule,4,model_news_output_arkansas_anti_infective_national_supply_monthly_state_AR,0.5754743588862411
Oseltamivir 75 mg capsule,5,model_external_state_feature_consumer_price_index_all_items_rolling_std_4_monthly_national,-0.5358741228016859
Oseltamivir 75 mg capsule,6,model_external_state_feature_consumer_price_index_all_items_change_4_monthly_national_US,-0.5237500211683408
Oseltamivir 75 mg capsule,7,model_external_state_feature_arkansas_unemployment_rate_seasonal_anomaly_monthly_state_AR,0.5203420693719034
Oseltamivir 75 mg capsule,8,model_external_state_feature_consumer_price_index_all_items_change_12_monthly_national_US,-0.5069250810986348
Oseltamivir 75 mg capsule,9,model_news_output_arkansas_anti_infective_national_policy_monthly_state_AR,0.5000947596111485
Oseltamivir 75 mg capsule,10,model_external_state_feature_national_unemployment_rate_lag_1_monthly_national_US,0.4744819729186951
Oseltamivir 75 mg capsule,11,model_external_state_feature_consumer_price_index_all_items_lag_4_monthly_national_US,0.47376810742281705
Oseltamivir 75 mg capsule,12,model_news_output_arkansas_anesthesia_supply_chain_monthly_state_AR,0.4603484944650523
Oseltamivir 75 mg capsule,13,model_news_output_arkansas_antiinfective_anesthesia_supply_monthly_state_AR,0.4524554314340358
Oseltamivir 75 mg capsule,14,model_news_output_arkansas_anti_infective_supply_chain_monthly_state_AR,0.44005311388371887
Oseltamivir 75 mg capsule,15,model_news_output_arkansas_anti_infective_supply_policy_pressure_monthly_state_AR,0.4393184646613265
Prednisone 20 mg tablet,1,model_news_output_national_supply_chain_risk_monthly_state_AR,0.7203430094126461
Prednisone 20 mg tablet,2,model_news_output_national_supply_stage_direction_monthly_state_AR,0.7203430094126461
Prednisone 20 mg tablet,3,model_news_output_arkansas_anti_infective_national_supply_monthly_state_AR,0.6844905140351523
Prednisone 20 mg tablet,4,model_external_state_feature_national_unemployment_rate_rolling_std_4_monthly_national_US,0.6769087426634949
Prednisone 20 mg tablet,5,model_news_output_arkansas_anti_infective_national_policy_monthly_state_AR,0.6115941785060485
Prednisone 20 mg tablet,6,model_news_output_arkansas_anesthesia_supply_chain_monthly_state_AR,0.5610020558423924
Prednisone 20 mg tablet,7,model_news_output_arkansas_antiinfective_anesthesia_supply_monthly_state_AR,0.5513247589018806
Prednisone 20 mg tablet,8,model_external_state_feature_consumer_price_index_all_items_rolling_std_4_monthly_national,-0.5477039492386075
Prednisone 20 mg tablet,9,model_news_output_arkansas_anti_infective_supply_chain_monthly_state_AR,0.5361519932674479
Prednisone 20 mg tablet,10,model_news_output_arkansas_anti_infective_supply_policy_pressure_monthly_state_AR,0.5345373229108031
Prednisone 20 mg tablet,11,model_news_output_arkansas_anti_infective_anesthesia_policy_monthly_state_AR,0.5335283721077103
Prednisone 20 mg tablet,12,model_external_state_feature_consumer_price_index_all_items_change_4_monthly_national_US,-0.5202139668898099
Prednisone 20 mg tablet,13,model_external_state_feature_arkansas_unemployment_rate_seasonal_anomaly_monthly_state_AR,0.5078570110418362
Prednisone 20 mg tablet,14,model_external_state_feature_national_unemployment_rate_lag_1_monthly_national_US,0.4750891258143633
Prednisone 20 mg tablet,15,model_external_state_feature_consumer_price_index_all_items_lag_4_monthly_national_US,0.45058406045943866
Semaglutide 0.25/0.5 mg pen,1,model_external_state_feature_dual_eligible_rate_annual_national_US,0.31944321169692186
Semaglutide 0.25/0.5 mg pen,2,model_external_state_feature_emergency_department_utilization_annual_national_US,0.3194432116969212
Semaglutide 0.25/0.5 mg pen,3,model_external_state_feature_outpatient_utilization_annual_national_US,0.3194432116969212
Semaglutide 0.25/0.5 mg pen,4,model_external_state_feature_medicare_advantage_participation_rate_annual_national_US,0.31944321169692114
Semaglutide 0.25/0.5 mg pen,5,model_external_state_feature_post_acute_utilization_annual_national_US,0.31944321169692086
Semaglutide 0.25/0.5 mg pen,6,model_external_state_feature_inpatient_utilization_annual_national_US,0.31944321169692025
Semaglutide 0.25/0.5 mg pen,7,model_external_state_feature_medicare_beneficiary_count_annual_national_US,0.31944321169692014
Semaglutide 0.25/0.5 mg pen,8,model_external_state_feature_home_health_utilization_annual_national_US,0.3194432116969201
Semaglutide 0.25/0.5 mg pen,9,model_external_state_feature_medicare_per_capita_spending_annual_national_US,0.3194432116969191
Semaglutide 0.25/0.5 mg pen,10,model_external_state_feature_consumer_price_index_all_items_seasonal_anomaly_monthly_natio,0.2845530709803358
Semaglutide 0.25/0.5 mg pen,11,model_external_state_feature_consumer_price_index_all_items_rolling_mean_12_monthly_nation,0.27332609748889564
Semaglutide 0.25/0.5 mg pen,12,model_external_state_feature_arkansas_unemployment_rate_lag_4_monthly_state_AR,0.27319970790405784
Semaglutide 0.25/0.5 mg pen,13,model_external_state_feature_consumer_price_index_all_items_monthly_national_US,0.2713554675336159
Semaglutide 0.25/0.5 mg pen,14,model_external_state_feature_medicaid_enrollment_monthly_state_AR,-0.2685988281185499
Semaglutide 0.25/0.5 mg pen,15,model_external_state_feature_medicaid_chip_total_enrollment_monthly_state_AR,-0.2685988281185493
Sertraline 50 mg tablet,1,model_external_state_feature_national_unemployment_rate_rolling_std_12_monthly_national_US,0.22712065251174532
Sertraline 50 mg tablet,2,model_external_state_feature_arkansas_unemployment_rate_lag_1_monthly_state_AR,0.18465125183722658
Sertraline 50 mg tablet,3,model_external_state_feature_arkansas_unemployment_rate_rolling_mean_12_monthly_state_AR,0.18081574209581097
Sertraline 50 mg tablet,4,model_external_state_feature_dual_eligible_rate_annual_national_US,0.18008469490572906
Sertraline 50 mg tablet,5,model_external_state_feature_post_acute_utilization_annual_national_US,0.1800846949057287
Sertraline 50 mg tablet,6,model_external_state_feature_medicare_beneficiary_count_annual_national_US,0.18008469490572868
Sertraline 50 mg tablet,7,model_external_state_feature_emergency_department_utilization_annual_national_US,0.18008469490572845
Sertraline 50 mg tablet,8,model_external_state_feature_inpatient_utilization_annual_national_US,0.18008469490572826
Sertraline 50 mg tablet,9,model_external_state_feature_outpatient_utilization_annual_national_US,0.18008469490572826
Sertraline 50 mg tablet,10,model_external_state_feature_medicare_advantage_participation_rate_annual_national_US,0.18008469490572823
Sertraline 50 mg tablet,11,model_external_state_feature_home_health_utilization_annual_national_US,0.18008469490572818
Sertraline 50 mg tablet,12,model_external_state_feature_medicare_per_capita_spending_annual_national_US,0.180084694905728
Sertraline 50 mg tablet,13,model_external_state_feature_national_unemployment_rate_rolling_mean_4_monthly_national_US,0.16297464054737773
Sertraline 50 mg tablet,14,model_external_state_feature_national_unemployment_rate_rolling_mean_12_monthly_national_U,0.1600687333685812
Sertraline 50 mg tablet,15,model_external_state_feature_national_unemployment_rate_lag_4_monthly_national_US,0.1591968676372018
Simvastatin 40 mg tablet,1,model_external_state_feature_national_unemployment_rate_lag_1_monthly_national_US,0.3999924402640505
Simvastatin 40 mg tablet,2,model_external_state_feature_national_unemployment_rate_rolling_mean_12_monthly_national_U,0.3871421958137917
Simvastatin 40 mg tablet,3,model_external_state_feature_national_unemployment_rate_rolling_mean_4_monthly_national_US,0.3812541387216603
Simvastatin 40 mg tablet,4,model_news_output_national_supply_chain_risk_monthly_state_AR,0.3528079371745794
Simvastatin 40 mg tablet,5,model_news_output_national_supply_stage_direction_monthly_state_AR,0.3528079371745794
Simvastatin 40 mg tablet,6,model_news_output_arkansas_anti_infective_national_supply_monthly_state_AR,0.3524647260366718
Simvastatin 40 mg tablet,7,model_external_state_feature_arkansas_unemployment_rate_rolling_mean_12_monthly_state_AR,0.34442440616127346
Simvastatin 40 mg tablet,8,model_news_output_arkansas_anti_infective_national_demand_monthly_state_AR,0.3397420972044559
Simvastatin 40 mg tablet,9,model_news_output_arkansas_anesthesia_supply_chain_monthly_state_AR,0.3309859753551116
Simvastatin 40 mg tablet,10,model_news_output_arkansas_antiinfective_anesthesia_supply_monthly_state_AR,0.3255439247756501
Simvastatin 40 mg tablet,11,model_news_output_arkansas_anti_infective_supply_policy_pressure_monthly_state_AR,0.32173672198583936
Simvastatin 40 mg tablet,12,model_news_output_arkansas_anesthesia_disruption_monthly_state_AR,0.3172328467807356
Simvastatin 40 mg tablet,13,model_news_output_arkansas_anti_infective_supply_chain_monthly_state_AR,0.3168608881941464
Simvastatin 40 mg tablet,14,model_news_output_arkansas_anti_infective_anesthesia_policy_monthly_state_AR,0.3129676849315165
Simvastatin 40 mg tablet,15,model_external_state_feature_national_unemployment_rate_lag_4_monthly_national_US,0.30872259668893703
