date,state,facility_type,drug_name,therapeutic_class,units_sold,unit_price_usd,revenue_usd,stockout_flag,injected_event_tags
2023-05-04,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,5,0.09,0.45,0,dated_supply_outbreak_response
2023-05-04,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,5,0.11,0.55,0,
2023-05-04,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,2,0.12,0.24,0,medicaid_unwinding_2023
2023-05-04,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,11,0.07,0.77,0,
2023-05-04,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,2,3.54,7.08,0,
2023-05-04,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.23,0.0,0,GLP1_shortage|GLP1_procurement_premium
2023-05-04,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.57,0.0,0,naloxone_otc_switch|OTC_competition_discount
2023-05-05,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,6,0.09,0.54,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,6,0.08,0.48,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,4,0.1,0.4,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,9,0.08,0.72,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,1,0.1,0.1,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,8,0.1,0.8,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,4,0.09,0.36,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,9,0.1,0.9,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,7,0.11,0.77,0,friday_short_day
2023-05-05,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,6,0.12,0.72,0,friday_short_day
2023-05-05,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,3,0.13,0.39,0,friday_short_day|dated_supply_outbreak_response|covid_waves
2023-05-05,Arkansas,local government clinic,Fluticasone nasal spray,allergy,4,0.13,0.52,0,friday_short_day|spring_allergy
2023-05-05,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,9,0.11,0.99,0,friday_short_day|spring_allergy
2023-05-05,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,5,0.18,0.9,0,friday_short_day|dated_supply_outbreak_response|amoxicillin_shortage|shortage_procurement_premium
2023-05-05,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,5,0.25,1.25,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,3,0.22,0.66,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,6,0.21,1.26,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,1,0.17,0.17,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.35,0.0,0,friday_short_day|dated_supply_outbreak_response|covid_waves
2023-05-05,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,9.98,0.0,0,friday_short_day|dated_supply_outbreak_response|covid_waves
2023-05-05,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,2,0.13,0.26,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,11,0.04,0.44,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,16,0.03,0.48,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,3,0.09,0.27,0,friday_short_day|dated_supply_outbreak_response
2023-05-05,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,5,0.11,0.55,0,friday_short_day
2023-05-05,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,4,0.12,0.48,0,friday_short_day|medicaid_unwinding_2023
2023-05-05,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,7,0.07,0.49,0,friday_short_day
2023-05-05,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.64,0.0,0,friday_short_day
2023-05-05,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.81,0.0,0,friday_short_day|GLP1_shortage|GLP1_procurement_premium
2023-05-05,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.38,0.0,0,friday_short_day|naloxone_otc_switch|OTC_competition_discount
2023-05-06,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,0,0.09,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,0,0.08,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,1,0.1,0.1,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,0,0.08,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,0,0.1,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,0,0.1,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,0,0.09,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,1,0.1,0.1,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,1,0.11,0.11,0,weekend_closed
2023-05-06,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,1,0.12,0.12,0,weekend_closed
2023-05-06,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,0,0.12,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2023-05-06,Arkansas,local government clinic,Fluticasone nasal spray,allergy,0,0.13,0.0,0,weekend_closed|spring_allergy
2023-05-06,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,0,0.11,0.0,0,weekend_closed|spring_allergy
2023-05-06,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,0,0.18,0.0,0,weekend_closed|dated_supply_outbreak_response|amoxicillin_shortage|shortage_procurement_premium
2023-05-06,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,1,0.26,0.26,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,0,0.22,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,0,0.21,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,0,0.17,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.35,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2023-05-06,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.22,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2023-05-06,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,0,0.13,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,1,0.04,0.04,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,0,0.04,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,0,0.09,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-06,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,0,0.11,0.0,0,weekend_closed
2023-05-06,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,0,0.12,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-06,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,0,0.07,0.0,0,weekend_closed
2023-05-06,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.56,0.0,0,weekend_closed
2023-05-06,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.11,0.0,0,weekend_closed|GLP1_shortage|GLP1_procurement_premium
2023-05-06,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.59,0.0,0,weekend_closed|naloxone_otc_switch|OTC_competition_discount
2023-05-07,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,0,0.09,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,0,0.08,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,1,0.1,0.1,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,0,0.08,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,0,0.1,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,0,0.1,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,1,0.09,0.09,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,0,0.1,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,1,0.11,0.11,0,weekend_closed
2023-05-07,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,0,0.12,0.0,0,weekend_closed
2023-05-07,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,0,0.12,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2023-05-07,Arkansas,local government clinic,Fluticasone nasal spray,allergy,2,0.13,0.26,0,weekend_closed|spring_allergy
2023-05-07,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,1,0.11,0.11,0,weekend_closed|spring_allergy
2023-05-07,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,1,0.18,0.18,0,weekend_closed|dated_supply_outbreak_response|amoxicillin_shortage|shortage_procurement_premium
2023-05-07,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,0,0.25,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,0,0.22,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,0,0.22,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,0,0.17,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.36,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2023-05-07,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.17,0.0,0,weekend_closed|dated_supply_outbreak_response|covid_waves
2023-05-07,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,1,0.13,0.13,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,1,0.04,0.04,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,0,0.03,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,0,0.09,0.0,0,weekend_closed|dated_supply_outbreak_response
2023-05-07,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,0,0.11,0.0,0,weekend_closed
2023-05-07,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,0,0.13,0.0,0,weekend_closed|medicaid_unwinding_2023
2023-05-07,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,0,0.07,0.0,0,weekend_closed
2023-05-07,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.59,0.0,0,weekend_closed
2023-05-07,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,1,20.43,20.43,0,weekend_closed|GLP1_shortage|GLP1_procurement_premium
2023-05-07,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.68,0.0,0,weekend_closed|naloxone_otc_switch|OTC_competition_discount
2023-05-08,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,7,0.09,0.63,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,4,0.08,0.32,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,5,0.1,0.5,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,12,0.08,0.96,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,2,0.1,0.2,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,10,0.1,1.0,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,7,0.09,0.63,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,7,0.1,0.7,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,11,0.11,1.21,0,monday_catchup
2023-05-08,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,10,0.12,1.2,0,monday_catchup
2023-05-08,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,1,0.12,0.12,0,monday_catchup|dated_supply_outbreak_response|covid_waves
2023-05-08,Arkansas,local government clinic,Fluticasone nasal spray,allergy,7,0.13,0.91,0,monday_catchup|spring_allergy
2023-05-08,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,12,0.11,1.32,0,monday_catchup|spring_allergy
2023-05-08,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,0,0.18,0.0,0,monday_catchup|dated_supply_outbreak_response|amoxicillin_shortage|shortage_procurement_premium
2023-05-08,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,5,0.25,1.25,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,3,0.22,0.66,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,4,0.21,0.84,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,5,0.17,0.85,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.35,0.0,0,monday_catchup|dated_supply_outbreak_response|covid_waves
2023-05-08,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.3,0.0,0,monday_catchup|dated_supply_outbreak_response|covid_waves
2023-05-08,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,6,0.13,0.78,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,7,0.04,0.28,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,11,0.04,0.44,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,1,0.09,0.09,0,monday_catchup|dated_supply_outbreak_response
2023-05-08,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,8,0.11,0.88,0,monday_catchup
2023-05-08,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,6,0.12,0.72,0,monday_catchup|medicaid_unwinding_2023
2023-05-08,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,6,0.07,0.42,0,monday_catchup
2023-05-08,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.52,0.0,0,monday_catchup
2023-05-08,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,21.01,0.0,0,monday_catchup|GLP1_shortage|GLP1_procurement_premium
2023-05-08,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,20.42,0.0,0,monday_catchup|naloxone_otc_switch|OTC_competition_discount
2023-05-09,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,12,0.09,1.08,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,12,0.08,0.96,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,7,0.1,0.7,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,10,0.08,0.8,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,1,0.1,0.1,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,6,0.1,0.6,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,3,0.09,0.27,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,2,0.1,0.2,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,5,0.11,0.55,0,
2023-05-09,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,8,0.12,0.96,0,
2023-05-09,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,5,0.12,0.6,0,dated_supply_outbreak_response|covid_waves
2023-05-09,Arkansas,local government clinic,Fluticasone nasal spray,allergy,3,0.14,0.42,0,spring_allergy
2023-05-09,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,4,0.11,0.44,0,spring_allergy
2023-05-09,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,7,0.18,1.26,0,dated_supply_outbreak_response|amoxicillin_shortage|shortage_procurement_premium
2023-05-09,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,4,0.25,1.0,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,2,0.22,0.44,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,2,0.21,0.42,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,5,0.17,0.85,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.36,0.0,0,dated_supply_outbreak_response|covid_waves
2023-05-09,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,1,10.29,10.29,0,dated_supply_outbreak_response|covid_waves
2023-05-09,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,5,0.13,0.65,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,9,0.04,0.36,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,8,0.03,0.24,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,2,0.09,0.18,0,dated_supply_outbreak_response
2023-05-09,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,2,0.11,0.22,0,
2023-05-09,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,4,0.12,0.48,0,medicaid_unwinding_2023
2023-05-09,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,3,0.07,0.21,0,
2023-05-09,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,0,3.5,0.0,0,
2023-05-09,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,0,20.36,0.0,0,GLP1_shortage|GLP1_procurement_premium
2023-05-09,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,1,20.35,20.35,0,naloxone_otc_switch|OTC_competition_discount
2023-05-10,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,4,0.09,0.36,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,8,0.08,0.64,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,8,0.1,0.8,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,7,0.08,0.56,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,0,0.1,0.0,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,9,0.1,0.9,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,2,0.09,0.18,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,9,0.1,0.9,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,8,0.11,0.88,0,
2023-05-10,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,5,0.12,0.6,0,
2023-05-10,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,6,0.12,0.72,0,dated_supply_outbreak_response|covid_waves
2023-05-10,Arkansas,local government clinic,Fluticasone nasal spray,allergy,9,0.13,1.17,0,spring_allergy
2023-05-10,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,13,0.11,1.43,0,spring_allergy
2023-05-10,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,6,0.18,1.08,0,dated_supply_outbreak_response|amoxicillin_shortage|shortage_procurement_premium
2023-05-10,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,3,0.25,0.75,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,3,0.22,0.66,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Doxycycline 100 mg capsule,antibiotic,3,0.21,0.63,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Cephalexin 500 mg capsule,antibiotic,6,0.17,1.02,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Oseltamivir 75 mg capsule,antiviral,0,0.35,0.0,0,dated_supply_outbreak_response|covid_waves
2023-05-10,Arkansas,local government clinic,Nirmatrelvir/ritonavir 300/100 mg pack,COVID antiviral,0,10.14,0.0,0,dated_supply_outbreak_response|covid_waves
2023-05-10,Arkansas,local government clinic,Prednisone 20 mg tablet,steroid,3,0.13,0.39,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Ibuprofen 200 mg tablet,OTC analgesic,6,0.04,0.24,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Acetaminophen 500 mg tablet,OTC analgesic,11,0.04,0.44,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Naproxen 500 mg tablet,NSAID,3,0.09,0.27,0,dated_supply_outbreak_response
2023-05-10,Arkansas,local government clinic,Gabapentin 300 mg capsule,neuropathic pain,2,0.11,0.22,0,
2023-05-10,Arkansas,local government clinic,Sertraline 50 mg tablet,SSRI,4,0.12,0.48,0,medicaid_unwinding_2023
2023-05-10,Arkansas,local government clinic,Hydrochlorothiazide 25 mg tablet,diuretic,5,0.07,0.35,0,
2023-05-10,Arkansas,local government clinic,Insulin glargine 100 units/mL pen,insulin,1,3.54,3.54,0,
2023-05-10,Arkansas,local government clinic,Semaglutide 0.25/0.5 mg pen,GLP-1,1,20.48,20.48,0,GLP1_shortage|GLP1_procurement_premium
2023-05-10,Arkansas,local government clinic,Naloxone 4 mg nasal spray,opioid antagonist,0,19.94,0.0,0,naloxone_otc_switch|OTC_competition_discount
2023-05-11,Arkansas,local government clinic,Lisinopril 10 mg tablet,ACE inhibitor,8,0.09,0.72,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Amlodipine 5 mg tablet,antihypertensive,6,0.08,0.48,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Losartan 50 mg tablet,ARB,8,0.1,0.8,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Metformin 500 mg tablet,diabetes,14,0.08,1.12,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Glipizide 5 mg tablet,diabetes,5,0.1,0.5,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Atorvastatin 20 mg tablet,statin,3,0.1,0.3,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Simvastatin 40 mg tablet,statin,3,0.09,0.27,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Levothyroxine 50 mcg tablet,thyroid,3,0.1,0.3,0,medicaid_unwinding_2023
2023-05-11,Arkansas,local government clinic,Omeprazole 20 mg capsule,GI,5,0.11,0.55,0,
2023-05-11,Arkansas,local government clinic,Famotidine 20 mg tablet,GI,1,0.12,0.12,0,
2023-05-11,Arkansas,local government clinic,Albuterol HFA inhaler,respiratory,7,0.12,0.84,0,dated_supply_outbreak_response|covid_waves
2023-05-11,Arkansas,local government clinic,Fluticasone nasal spray,allergy,2,0.13,0.26,0,spring_allergy
2023-05-11,Arkansas,local government clinic,Cetirizine 10 mg tablet,allergy,5,0.11,0.55,0,spring_allergy
2023-05-11,Arkansas,local government clinic,Amoxicillin 500 mg capsule,antibiotic,3,0.18,0.54,0,dated_supply_outbreak_response|amoxicillin_shortage|shortage_procurement_premium
2023-05-11,Arkansas,local government clinic,Amoxicillin-clavulanate 875/125 mg tablet,antibiotic,1,0.25,0.25,0,dated_supply_outbreak_response
2023-05-11,Arkansas,local government clinic,Azithromycin 250 mg tablet,antibiotic,3,0.22,0.66,0,dated_supply_outbreak_response
